Description,Price,ModleName,Carrier,Brand,FormFactor,Memory,OperatingSystem,Color,Cellular,SimCount,Year,AdditionalComponents,SellerStore,StoreLink,ProductLink
"Unlocked Cell Phone，Y99 Android Smartphone, 5.75-inch IPS Full-Screen，Dual SIM Card，2GB RAM 16GB ROM，Only Supports Dual SIM Card Frequency Band of 3GWCDMA ：850/2100MHZ（Blue）",$58.99,Y99,Unlocked for All Carriers,Aderroo,Smartphone,16 GB,Android,Blue,WCDMA,Dual SIM,2021.0,,rroo,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=aderroo,https://www.amazon.com//Phone%EF%BC%8CY99-Smartphone-5-75-inch-Full-Screen%EF%BC%8CDual-2100MHZ%EF%BC%88Blue%EF%BC%89/dp/B09KN5CZPT/ref=sr_1_184?keywords=used+phones&qid=1646080950&sr=8-184
Samsung Electronics Galaxy Note 20 5G Factory Unlocked Android Cell Phone | US Version | 128GB of Storage | Mobile Gaming Smartphone | Long-Lasting Battery | Mystic Gray (Renewed),$649.99,Note 20 5G,Unlocked,Samsung Electronics,Smartphone,128 GB,Android,Mystic Gray,5G,Single SIM,2020.0,,Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Samsung-Electronics-Unlocked-Smartphone-Long-Lasting/dp/B08HQZC2XK/ref=sr_1_185?keywords=used+phones&qid=1646080950&sr=8-185
Total Wireless LG Premier Pro Plus 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - CDMA,$49.99,Premier Pro Plus,Tracfone,Total wireless,Smartphone,32 GB,Android,Black,LTE,,,"Phone, SIM, Charger",total wireless Store,https://www.amazon.com/stores/TotalWireless/page/1CB433C8-8500-4936-9851-91FDC7B0F6A5?ref_=ast_bln,https://www.amazon.com//Total-Wireless-Premier-Prepaid-Smartphone/dp/B08J4JYLCN/ref=sr_1_186?keywords=used+phones&qid=1646080950&sr=8-186
"2GB RAM 16GB ROM，M407-X10 Android Smartphone, 5.75-inch IPS Full-Screen，Front and Rear Cameras，Only Supports Dual SIM Card Frequency Band of 3GWCDMA ：850/2100MHZ，Unlocked Cell Phone （Blue）",$59.99,M407,Unlocked for All Carriers,Aderroo,Smartphone,16 GB,Android,Blue,3G,Dual SIM,2021.0,,rroo,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=aderroo,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg12_1?ie=UTF8&adId=A07424743HZCR0FRGYQUN&url=%2FROM%25EF%25BC%258CM407-X10-Smartphone-Full-Screen%25EF%25BC%258CFront-Cameras%25EF%25BC%258COnly-2100MHZ%25EF%25BC%258CUnlocked%2Fdp%2FB09JJRBB9R%2Fref%3Dsr_1_187_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080950%26sr%3D8-187-spons%26psc%3D1&qualifier=1646080950&id=681929361838021&widgetName=sp_mtf
"Unlocked Cell Phone，Y77 aderroo Android Smartphone, 5.75-inch IPS Full-Screen，Front and Rear Cameras，2GB RAM 16GB ROM，Only Supports Dual SIM Card Frequency Band of 3GWCDMA：850/2100MHZ（Blue）",$59.99,Y77,Unlocked for All Carriers,Aderroo,Smartphone,16 GB,Android,Blue,3G,Dual SIM,2021.0,,rroo,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=aderroo,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg12_1?ie=UTF8&adId=A06296241GCLP8S1E6E18&url=%2Faderroo-Full-Screen%25EF%25BC%258CFront-Cameras%25EF%25BC%258C2GB-3GWCDMA%25EF%25BC%259A850-2100MHZ%25EF%25BC%2588Blue%25EF%25BC%2589%2Fdp%2FB09KGN893J%2Fref%3Dsr_1_188_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080950%26sr%3D8-188-spons%26psc%3D1&qualifier=1646080950&id=681929361838021&widgetName=sp_mtf
"Samsung Galaxy A32 (128GB, 4GB) 6.4"" Super AMOLED 90Hz Display, 64MP Quad Camera, All Day Battery, Dual SIM GSM Unlocked (US + Global) 4G Volte A325M/DS (Fast Car Charger Bundle, Awesome Violet)",$309.00,Galaxy A32,T-Mobile,Samsung Electronics,Slate,128 GB,Android 11,Awesome Violet,"4G, 3G, 2G",Dual SIM,,Adapter,Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//Samsung-Display-Battery-Unlocked-DS/dp/B091BHLT68/ref=sr_1_189?keywords=used+phones&qid=1646080950&sr=8-189
"Unlocked Smartphones, V·MOBILE S9+ 4G Dual SIM Unlocked Cell Phones, 5.85” HD Display, 13MP Cameras, 3GB/32GB, 128GB Extension,3800mAh GPS Bluetooth Cell Phones Unlocked Support AT&T, T-Mobile -Purple",$84.99,S9+,AT&T,GOWIN,Smartphone,128 GB,Android,Purple,"4G, 3G, 2G",Dual SIM,,"Adapter, USB Cable",in,https://www.amazon.com/Gowin/b/ref=bl_dp_s_web_21436338011?ie=UTF8&node=21436338011&field-lbr_brands_browse-bin=Gowin,https://www.amazon.com//Unlocked-Smartphones-S9-Extension-Bluetooth/dp/B089FWSNRS/ref=sr_1_190?keywords=used+phones&qid=1646080950&sr=8-190
"iPhone 6S 16GB Rose Gold, GSM Unlocked",$156.00,IPhone 6s,Unlocked for All Carriers,Unknown,Smartphone,16 GB,IOS 14,Rose Gold,LTE,Single SIM,,"Adapter, USB Cable",nown,https://www.amazon.com/Unknown/b/ref=bl_dp_s_web_23515638011?ie=UTF8&node=23515638011&field-lbr_brands_browse-bin=Unknown,https://www.amazon.com//Apple-iPhone-16GB-Rose-Smartphone/dp/B07F8C8SWX/ref=sr_1_191?keywords=used+phones&qid=1646080950&sr=8-191
"Samsung Galaxy A20 32GB 6.4"" Display A205U Black Unlocked Smartphone (Renewed)",$144.00,A20 32GB A205U,AT&T,Samsung Electronics,Smartphone,32 GB,Android,Black,2G,,2019.0,"Adapter, USB Cable",Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Samsung-Unlocked-Android-Smartphone-Renewed/dp/B088XZFKJ5/ref=sr_1_192?keywords=used+phones&qid=1646080950&sr=8-192
Ushining Flip Phone Unlocked 3G Big Icon T Mobile Flip Phone Easy to Use Flip Basic Cell Phones Unlocked for AT&T Straight Talk TracFone(Red),$37.99,,AT&T,USHINING,Flip,128 MB,Nucleus OS,RED,3G,Single SIM,2019.0,"Camera, PM3, MP4, FM Radio",INING,https://www.amazon.com/USHINING/b/ref=bl_dp_s_web_20522834011?ie=UTF8&node=20522834011&field-lbr_brands_browse-bin=USHINING,https://www.amazon.com//Ushining-T-Mobile-Unlocked-Phones-Straight/dp/B07X876YLJ/ref=sr_1_193?keywords=used+phones&qid=1646080950&sr=8-193
"Samsung Galaxy A50 SM-A505G 64GB 4GB RAM 25 MP 6.4"" Factory Unlocked- Black (Renewed)",$169.99,,Unlocked,Samsung Electronics,Smartphone,64 GB,Android,Black,4G,,,Adapter,Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Samsung-SM-A505G-Factory-Unlocked-Renewed/dp/B07RL93F7T/ref=sr_1_194?keywords=used+phones&qid=1646080950&sr=8-194
"(Renewed Premium) Apple iPhone 11 Pro Max, 256GB, Gold - Fully Unlocked",$714.00,IPhone 11 Pro Max,Unlocked for All Carriers,Apple,Smart Phone,256 GB,IOS 12,Gold,4G,,,Charging cable and block,Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Apple-iPhone-Pro-256GB-Gold/dp/B08BHHRZQG/ref=sr_1_195?keywords=used+phones&qid=1646080950&sr=8-195
"Apple iPhone 11 Pro, 256GB, Space Gray - Fully Unlocked (Renewed Premium)",$599.00,IPhone 11 Pro,Unlocked for All Carriers,Apple,Smart Phone,256 GB,IOS 12,Space Gray,4G,,,Charging cable and block,Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Apple-iPhone-256GB-Space-Gray/dp/B08BHPMTG5/ref=sr_1_196?keywords=used+phones&qid=1646080950&sr=8-196
"Corded Phone with Caller ID Display, Home Hotel Wired Desktop Phone Office Landline Telephone, Retro Classical Telephone Landline, Big Button, FSK/DTMF Dual System(White)",$25.99,,,Fosa,,,,White,,,,,fosa Store,https://www.amazon.com/stores/FOSA/page/38EF624E-5C46-4C17-8F62-6618562929BD?ref_=ast_bln,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg12_1?ie=UTF8&adId=A01031822CVA9K174QVCP&url=%2Ffosa-Display-Desktop-Landline-Telephone%2Fdp%2FB07M8HL94C%2Fref%3Dsr_1_197_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080950%26sr%3D8-197-spons%26psc%3D1%26smid%3DA3EQQ4ATJVLI3U&qualifier=1646080950&id=681929361838021&widgetName=sp_btf
"2GB RAM 16GB ROM，Y300 aderroo Android Smartphone, 5.75-inch IPS Full-Screen，Front and Rear Cameras，，Only Supports Dual SIM Card Frequency Band of 3GWCDMA：850/2100MHZ, Unlocked Cell Phone（Blue）",$59.99,Y300,Unlocked for All Carriers,Aderroo,Smartphone,16 GB,Android,Blue,WCDMA,Dual SIM,2021.0,,rroo,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=aderroo,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg12_1?ie=UTF8&adId=A0194128XLTP9ZZJCJ8G&url=%2Faderroo-Full-Screen%25EF%25BC%258CFront-Cameras%25EF%25BC%258C%25EF%25BC%258COnly-3GWCDMA%25EF%25BC%259A850-Phone%25EF%25BC%2588Blue%25EF%25BC%2589%2Fdp%2FB09M6JCKW4%2Fref%3Dsr_1_198_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080950%26sr%3D8-198-spons%26psc%3D1&qualifier=1646080950&id=681929361838021&widgetName=sp_btf
"Fixed Landline Phone, FSK/DTMF Dual System Desktop Wall Easy to Install Corded Telephone for Hotel School Home Office(Weiß)",$30.69,,,,,,,,,,,,Sanpyl Store,https://www.amazon.com/stores/Sanpyl/page/EA2471F4-E5E3-4186-9EEB-1F4A1C18E435?ref_=ast_bln,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg13_1?ie=UTF8&adId=A07846033SZ0H0SSI9C93&url=%2FLandline-System-Desktop-Install-Telephone%2Fdp%2FB09LR6T53D%2Fref%3Dsr_1_193_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080953%26sr%3D8-193-spons%26psc%3D1%26smid%3DA2T9VZV597T5TE&qualifier=1646080953&id=290453962476444&widgetName=sp_atf_next
FSK/DTMF Wall Mounted Telephone Caller ID Telephone Corded Landline Extension Telephone(White),$25.29,,,Zerone,,,,White,,,,,Zerone Store,https://www.amazon.com/stores/Zerone/page/A619C4D9-FCE5-459B-B745-8DD2D44F2669?ref_=ast_bln,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg13_1?ie=UTF8&adId=A0847900T4V1ABNECRYM&url=%2FMounted-Telephone-Caller-Landline-Extension%2Fdp%2FB07FD7LFQN%2Fref%3Dsr_1_194_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080953%26sr%3D8-194-spons%26psc%3D1%26smid%3DAACVUJ6SFQ2UJ&qualifier=1646080953&id=290453962476444&widgetName=sp_atf_next
"Samsung Galaxy S20 FE 5G (128GB, 6GB) 6.5"" AMOLED, Snapdragon 865, IP68 Water Resistant, 5G Volte AT&T Unlocked (T-Mobile, Verizon, Sprint, Metro) G781U (Cloud Navy)",$617.50,S20 FE,Unlocked for All Carriers,Samsung Electronics,Slate,128 GB,Android 10.0,Cloud Navy,"4G, 3G, 2G",,,,Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//Samsung-Snapdragon-Resistant-Unlocked-T-Mobile/dp/B08L9QQ6RZ/ref=sr_1_195?keywords=used+phones&qid=1646080953&sr=8-195
"Apple iPhone 12, 64GB, Black - Unlocked (Renewed Premium)",$669.00,IPhone 12,Unlocked,Apple,Smartphone,64 GB,IOS 14,Black,5G,,,"Charging cable and block, and sim tray removal tool",Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Apple-iPhone-12-64GB-Black/dp/B09JFNTCLX/ref=sr_1_196?keywords=used+phones&qid=1646080953&sr=8-196
"Samsung Galaxy S20 5G, 128GB, Cosmic Gray - Unlocked (Renewed)",$485.00,Galaxy S20 5G,Unlocked,Samsung Electronics,Smartphone,128 GB,Android,Cosmic Gray,5G,,2020.0,"Handset, Travel Adapter, Data Cable, AKG Headset, Ejection Pin, USB Connector, Screen Protector Leaflet, Smart Switch Insert, Quick Reference Manual, Terms & Conditions/ Health & Safety Guide",Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Samsung-Galaxy-S20-5G-Cosmic/dp/B08B8Y5R4Y/ref=sr_1_197?keywords=used+phones&qid=1646080953&sr=8-197
"Samsung Galaxy S21+ 5G, US Version, 128GB, Phantom Black - Unlocked (Renewed)",$615.00,S21+ PLUS,Unlocked,Samsung Electronics,Smartphone,128 GB,Android,Phantom Black,5G,Single SIM,,"Adapter, USB Cable",Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Samsung-Galaxy-S21-5G-Version/dp/B08WHKF6RJ/ref=sr_1_198?keywords=used+phones&qid=1646080953&sr=8-198
"Samsung Galaxy XCover Pro | Rugged (IP68 Rated) Unlocked (Verizon and AT&T) | Dual Sim | 64GB of Storage | SM-G715UZKDXAA, Black",$439.99,Xcover PRO,Unlocked,Samsung Electronics,Smartphone,512 GB,Android,Black,4G,Dual SIM,2020.0,,Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//Samsung-Unlocked-Storage-Version-Warranty/dp/B085WTR7BJ/ref=sr_1_199?keywords=used+phones&qid=1646080953&sr=8-199
"OUKITEL C21 Unlocked Cell Phone,2021 Factory Android Smartphone,Gaming Processor 6.4 Inch FHD+ Screen,4+64GB,Long-Lasting Battery,Quad Camera,Dual SIM 4G US Version,Support All GSM,AT&T,T-Mobile丨Black",,,T-Mobile,OUKITEL,Smartphone,64 GB,Android 10.0,Black,4G,Dual SIM,2021.0,,OUKITEL Store,https://www.amazon.com/stores/OUKITEL/page/4B8FF6E5-9AB1-4551-9F56-B7727F85AAB3?ref_=ast_bln,https://www.amazon.com//OUKITEL-C21-Octa-core-Processor-Smartphones/dp/B08K2K831J/ref=sr_1_200?keywords=used+phones&qid=1646080953&sr=8-200
"Samsung Galaxy A12 (SM-A125F/DS) Dual SIM,128 GB, Factory Unlocked GSM, International Version - No Warranty - Black",$178.98,,Unlocked,Samsung Electronics,Foldable Case,4 GB,Android 11,Black,4G,Dual SIM,2020.0,USB Cable,Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//Samsung-SM-A125F-Factory-Unlocked-International/dp/B08T1VR8QW/ref=sr_1_201?keywords=used+phones&qid=1646080953&sr=8-201
Total Wireless Samsung Galaxy A01 4G LTE Prepaid Smartphone - Black - 16GB - Sim Card Included -CDMA,,Galaxy A01,Tracfone,Total wireless,Smartphone,16 GB,Android 10.0,Black,LTE,,2019.0,"Phone, Charger, Manual",total wireless Store,https://www.amazon.com/stores/TotalWireless/page/1CB433C8-8500-4936-9851-91FDC7B0F6A5?ref_=ast_bln,https://www.amazon.com//Total-Wireless-Samsung-Prepaid-Smartphone/dp/B088NFQDSH/ref=sr_1_202?keywords=used+phones&qid=1646080953&sr=8-202
"2GB RAM 16GB ROM，M409-X11 aderroo Android Smartphone, 5.75-inch IPS Full-Screen，Front and Rear Cameras，Only Supports Dual SIM Card Frequency Band of 3GWCDMA：850/2100MHZ，Unlocked Cell Phone（red）",$59.99,M409,Unlocked for All Carriers,Aderroo,Smartphone,16 GB,Android,Red,3G,Dual SIM,2021.0,,rroo,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=aderroo,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg13_1?ie=UTF8&adId=A10315781VQ0FLN03Z3JS&url=%2FROM%25EF%25BC%258CM409-X11-aderroo-Full-Screen%25EF%25BC%258CFront-Cameras%25EF%25BC%258COnly-2100MHZ%25EF%25BC%258CUnlocked%2Fdp%2FB09JYG9XQ2%2Fref%3Dsr_1_203_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080953%26sr%3D8-203-spons%26psc%3D1&qualifier=1646080953&id=290453962476444&widgetName=sp_mtf
"2GB RAM 16GB ROM, M10 aderroo，Android Smartphone, 5.5-inch IPS Full-Screen, Only SIM Cards Supports 3GWCDMA：850 / 2100MHZ，Dual SIM Card，Unlocked Cell Phone（Black）",$56.66,M10,Unlocked for All Carriers,Aderroo,Smartphone,16 GB,Android,Black,WCDMA,Dual SIM,2021.0,,rroo,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=aderroo,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg13_1?ie=UTF8&adId=A06794962TTRRF68MTFYJ&url=%2FM10-aderroo%25EF%25BC%258CAndroid-2100MHZ%25EF%25BC%258CDual-Card%25EF%25BC%258CUnlocked-Phone%25EF%25BC%2588Black%25EF%25BC%2589%2Fdp%2FB09N3P63N2%2Fref%3Dsr_1_204_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080953%26sr%3D8-204-spons%26psc%3D1&qualifier=1646080953&id=290453962476444&widgetName=sp_mtf
Uleway Senior Flip Phone Dual Screen Unlocked Flip Phone Large Button Basic Cell Phone for Seniors High Volume Simple 3G Feature Phone for Kids(Red),$52.99,,AT&T,Uleway,Flip,16 GB,,Red,3G,Dual SIM,,"Earphone, Adapter",way,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=Uleway,https://www.amazon.com//Unlocked-Seniors-Uleway-Button-Elderly/dp/B088T5YHQ2/ref=sr_1_205?keywords=used+phones&qid=1646080953&sr=8-205
"AT&T Samsung Galaxy A02s, 32GB, Black - 4G 6.5"" Android Prepaid Smartphone - Carrier Locked to AT&T",$106.99,Galaxy A02s,AT&T,Samsung Electronics,Smartphone,32 GB,Android 10.0,Black,4G,Single SIM,,Adapter,Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//Samsung-Galaxy-A02s-32GB-Black/dp/B09PH88ZM6/ref=sr_1_206?keywords=used+phones&qid=1646080953&sr=8-206
Unlocked Google Pixel 5 128GB Just Black GA01316-US (Renewed),$349.99,Pixel,Unlocked,Google,Smartphone,128 GB,Android,Just Black,5G,,,,Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Unlocked-Google-Pixel-GA01316-US-Renewed/dp/B08MV7HWFK/ref=sr_1_207?keywords=used+phones&qid=1646080953&sr=8-207
Zte Spark At&t Prepaid Go Phone 16GB 2GB RAM Prepaid Smartphone Z971 Locked to At&t,$99.99,Z971,AT&T,ZTE,Smartphone,16 GB,Android 7.0,Black,LTE,,,"Phone and Feature Guide, Travel Adapter, Device, GoPhone Quick Start Guide, MicroUSB cord, Warranty & Safety Guide, SIM Card (pre-installed)",,https://www.amazon.com/ZTE/b/ref=bl_dp_s_web_10304471011?ie=UTF8&node=10304471011&field-lbr_brands_browse-bin=ZTE,https://www.amazon.com//Spark-Prepaid-Phone-Smartphone-Locked/dp/B073TPZ48L/ref=sr_1_208?keywords=used+phones&qid=1646080953&sr=8-208
"Apple iPhone X, 256GB, Silver - For GSM (Renewed)",$310.00,IPhone X,Unlocked,Apple,Smartphone,256 GB,,Silver,2G,Single SIM,2018.0,USB Cable,Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Apple-iPhone-Fully-Unlocked-256GB/dp/B0775451TT/ref=sr_1_209?keywords=used+phones&qid=1646080953&sr=8-209
"OnePlus 7T Pro 5G McLaren Edition US Model HD1925 12GB RAM 256GB ROM T-Mobile Unlocked Single SIM , Papaya Orange, 162.6×75.9×8.8mm (Renewed)",$399.00,,"T-Mobile, Unlocked",OnePlus,Smartphone,256 GB,,Papaya Orange,5G,Single SIM,,,Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//OnePlus-7T-Pro-T-Mobile-162-6%C3%9775-9%C3%978-8mm/dp/B08GL5CWNS/ref=sr_1_210?keywords=used+phones&qid=1646080953&sr=8-210
Samsung Galaxy Note 20 5G 128GB N981U Smartphone Mystic Bronze (T-Mobile Locked) - Renewed,$600.00,Samsung Galaxy Note 20 5G,3,Samsung Electronics,Smartphone,128 GB,Android 10.0,Mystic Bronze,5G,,2020.0,"SIM Tray Ejector, Adapter",Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//Samsung-Galaxy-Smartphone-Mystic-T-Mobile/dp/B08CQH9BDB/ref=sr_1_211?keywords=used+phones&qid=1646080953&sr=8-211
"Samsung Galaxy Cellphone - S10 AT&T Factory Unlock (White, 128GB)",,,Go Mobile,Samsung Electronics,Slate,128 GB,,White,,,,,Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//Samsung-Galaxy-Cellphone-Factory-Unlock/dp/B07P7WN155/ref=sr_1_212?keywords=used+phones&qid=1646080953&sr=8-212
"2GB RAM 16GB ROM，Y300 aderroo Android Smartphone, 5.75-inch IPS Full-Screen，Front and Rear Cameras，，Only Supports Dual SIM Card Frequency Band of 3GWCDMA：850/2100MHZ, Unlocked Cell Phone（Black）",$59.99,Y300,Unlocked for All Carriers,Aderroo,Smartphone,16 GB,Android,Black,WCDMA,Dual SIM,2021.0,,rroo,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=aderroo,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg13_1?ie=UTF8&adId=A0193972138VK5RUTJNOZ&url=%2Faderroo-Full-Screen%25EF%25BC%258CFront-Cameras%25EF%25BC%258C%25EF%25BC%258COnly-3GWCDMA%25EF%25BC%259A850-Phone%25EF%25BC%2588Black%25EF%25BC%2589%2Fdp%2FB09M6DSM8M%2Fref%3Dsr_1_213_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080953%26sr%3D8-213-spons%26psc%3D1&qualifier=1646080953&id=290453962476444&widgetName=sp_btf
"Tyler Retro Style Landline Phone, Push Button Rotary Look, Large Button Vintage Corded Phone, Power Outage Safe, Redial Button, Old Classic Retro Phone (Black)",$39.95,,,Tyler,,,,Black,,,,,er,https://www.amazon.com/Tyler/b/ref=bl_dp_s_web_21598515011?ie=UTF8&node=21598515011&field-lbr_brands_browse-bin=Tyler,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg13_1?ie=UTF8&adId=A0174328GF60MBP6K331&url=%2FTyler-Landline-Button-Vintage-Classic%2Fdp%2FB09SGNVMX2%2Fref%3Dsr_1_214_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080953%26sr%3D8-214-spons%26psc%3D1&qualifier=1646080953&id=290453962476444&widgetName=sp_btf
Cooplay White 1:1 Music Phone Toy Yphone Y-Phone Animal Play Cell Phone Learning English Educational Mobile Study Best Gift Prize for Baby Kids Children,$10.80,,,Cooplay,,,,White,,,,,play,https://www.amazon.com/Cooplay/b/ref=bl_dp_s_web_11751663011?ie=UTF8&node=11751663011&field-lbr_brands_browse-bin=Cooplay,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg14_1?ie=UTF8&adId=A0539993PEDO3SK8UT38&url=%2FCooplay-White-Learning-Educational-Children%2Fdp%2FB0131AR0DU%2Fref%3Dsr_1_209_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080957%26sr%3D8-209-spons%26psc%3D1&qualifier=1646080957&id=5099542658166150&widgetName=sp_atf_next
"Samsung Galaxy Tab A7 Lite 8.7"" (32GB, 3GB) All Day Battery, Wi-Fi Only Android 11 Octa-Core Tablet, International Model SM-T220 (Folding Smart Cover Bundle, Gray)",$149.99,Galaxy Tab,,Samsung Electronics,,32 GB,Android,,,,,,Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg14_1?ie=UTF8&adId=A057841814EWB69381V1Z&url=%2FSamsung-Battery-Octa-Core-International-SM-T220%2Fdp%2FB09889Q6S3%2Fref%3Dsr_1_210_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080957%26sr%3D8-210-spons%26psc%3D1%26smid%3DA3S4H3E5TUN1NP&qualifier=1646080957&id=5099542658166150&widgetName=sp_atf_next
